"Pair_of_PCs","Sum_p_values(F_statistics)","Variance(%)"
"PC16vsPC23",2.40817882962141,1.6
"PC7vsPC14",2.41032024109243,4
"PC20vsPC21",2.41113098037742,1.5
"PC2vsPC17",2.41187023414763,13.4
"PC16vsPC36",2.41385630573877,1.3
"PC21vsPC25",2.42144997804195,1.3
"PC2vsPC32",2.42282890385097,12.8
"PC13vsPC22",2.42478033308913,1.9
"PC15vsPC35",2.42511930408426,1.3
"PC20vsPC27",2.4317536118333,1.3
"PC37vsPC38",2.43272232417457,0.5
"PC12vsPC19",2.44474987402525,2.3
"PC16vsPC32",2.4516662441587,1.4
"PC21vsPC36",2.45471761444548,1
"PC1vsPC7",2.45613816683513,37.2
"PC13vsPC21",2.45840976769601,1.9
"PC3vsPC21",2.46561097648529,8.9
"PC27vsPC36",2.46970955637562,0.8
"PC19vsPC36",2.47125563384957,1.1
"PC16vsPC38",2.48136114191698,1.2
"PC1vsPC38",2.48412677432867,34.6
"PC17vsPC21",2.48601163918187,1.7
"PC16vsPC29",2.48781239733018,1.4
"PC12vsPC16",2.49536858204101,2.5
"PC14vsPC15",2.50256554577804,2.2
"PC13vsPC37",2.50463582518175,1.5
"PC15vsPC37",2.50850987238706,1.3
"PC20vsPC33",2.51485646856703,1.2
"PC3vsPC4",2.51974251733979,15.6
"PC12vsPC14",2.52234110417932,2.7
"PC20vsPC37",2.52285818429928,1.1
"PC4vsPC20",2.52291744760906,8.2
"PC4vsPC39",2.5282580494332,7.6
"PC9vsPC16",2.5319931392519,3.4
"PC6vsPC16",2.53256819872566,4.4
"PC19vsPC39",2.54251610498026,1
"PC6vsPC14",2.54406179543123,4.6
"PC17vsPC19",2.54552411267668,1.8
"PC27vsPC37",2.54559203575275,0.8
"PC10vsPC36",2.54985597994163,2.3
"PC4vsPC12",2.55464418541739,8.9
"PC14vsPC17",2.55512815959357,2.2
"PC21vsPC23",2.55856283183632,1.3
"PC8vsPC35",2.56911933760431,3
"PC3vsPC33",2.56944626333605,8.6
"PC6vsPC35",2.56948948318395,3.7
"PC31vsPC35",2.56993017649816,0.7
"PC8vsPC16",2.57508221493081,3.7
"PC10vsPC27",2.57559493140779,2.5
"PC29vsPC35",2.58181017031311,0.7
"PC16vsPC34",2.58962915938668,1.3
"PC19vsPC25",2.59281333330065,1.4
"PC16vsPC31",2.59321363556867,1.4
"PC9vsPC19",2.59504874080186,3.2
"PC4vsPC9",2.60007067158411,9.8
"PC22vsPC27",2.60042988139866,1.2
"PC15vsPC19",2.60415842351188,1.8
"PC9vsPC33",2.60524184554965,2.8
"PC2vsPC6",2.60688707053157,15.8
"PC7vsPC19",2.607638414966,3.6
"PC21vsPC34",2.61107353007087,1
"PC2vsPC5",2.61126885119221,16.9
"PC1vsPC4",2.61572331304104,41.8
"PC5vsPC16",2.61669566842299,5.5
"PC10vsPC39",2.62281316813903,2.2
"PC4vsPC15",2.62369924232614,8.4
"PC1vsPC27",2.62633950799372,34.9
"PC8vsPC14",2.6271185720104,3.9
"PC9vsPC21",2.62864685356398,3.1
"PC19vsPC23",2.62946662440675,1.4
"PC5vsPC35",2.63444265643509,4.8
"PC2vsPC26",2.63921811275118,12.9
"PC4vsPC23",2.6522450252154,8
"PC25vsPC37",2.66294608033549,0.9
"PC4vsPC25",2.66419336439065,8
"PC1vsPC37",2.66856056867597,34.7
"PC26vsPC35",2.66860469270384,0.8
"PC23vsPC33",2.66923432283158,1
"PC12vsPC21",2.66943861876928,2.2
"PC1vsPC13",2.67489644447437,35.6
"PC23vsPC27",2.67572665862709,1.1
"PC10vsPC20",2.67591466557191,2.8
"PC22vsPC39",2.68148550266969,0.9
"PC26vsPC28",2.6839262923196,1
"PC4vsPC30",2.68860137751879,7.8
"PC21vsPC26",2.69181500793073,1.2
"PC14vsPC32",2.69184732993515,1.6
"PC6vsPC21",2.69632135462691,4.1
"PC10vsPC38",2.69692024087437,2.2
"PC5vsPC28",2.69786364534539,5
"PC16vsPC26",2.69816231560571,1.5
"PC28vsPC34",2.70068451009208,0.8
"PC10vsPC25",2.70128646205844,2.6
"PC12vsPC37",2.70130977053158,1.8
"PC22vsPC36",2.70201051433221,1
"PC21vsPC32",2.70333894293068,1.1
"PC24vsPC28",2.70392202802224,1.1
"PC25vsPC33",2.70432640361279,1
"PC10vsPC33",2.70928786612094,2.4
"PC28vsPC29",2.71138869965422,0.9
"PC7vsPC16",2.71204229505542,3.8
"PC1vsPC36",2.71375510430104,34.7
"PC2vsPC31",2.71394085315399,12.8
"PC7vsPC21",2.71770137018731,3.5
"PC22vsPC38",2.71847878608443,0.9
"PC8vsPC21",2.72192534642315,3.4
"PC6vsPC28",2.722688071063,3.9
"PC3vsPC19",2.72328894123214,9
"PC38vsPC39",2.72687623603328,0.4
"PC2vsPC24",2.73398163064529,13
"PC14vsPC34",2.7359271746558,1.5
"PC15vsPC27",2.74044685730942,1.5
"PC18vsPC28",2.74172658674927,1.4
"PC24vsPC35",2.74192406994698,0.9
"PC28vsPC31",2.74780324312608,0.9
"PC20vsPC22",2.74915497755957,1.5
"PC19vsPC34",2.75594789314829,1.1
"PC5vsPC14",2.7565763028346,5.7
"PC36vsPC37",2.75807470097501,0.6
"PC1vsPC20",2.76226675595942,35.2
"PC12vsPC33",2.76295864630448,1.9
"PC4vsPC17",2.76484139487815,8.4
"PC4vsPC34",2.77216185891182,7.7
"PC18vsPC35",2.7814481630162,1.2
"PC9vsPC10",2.78589181028252,4.4
"PC25vsPC27",2.78937422477106,1.1
"PC9vsPC27",2.79055790918445,2.9
"PC12vsPC27",2.79058977478466,2
"PC3vsPC10",2.79292424173877,10.2
"PC8vsPC19",2.80549149364492,3.5
"PC30vsPC37",2.80655795978765,0.7
"PC4vsPC6",2.82605404142141,10.8
"PC2vsPC18",2.82828278218202,13.3
"PC7vsPC27",2.8297043855164,3.3
"PC2vsPC34",2.83066299723046,12.7
"PC22vsPC25",2.83549721407337,1.3
"PC1vsPC9",2.84214566294855,36.8
"PC16vsPC18",2.84263032124397,1.9
"PC5vsPC21",2.84519817104752,5.2
"PC1vsPC30",2.84686759114732,34.8
"PC2vsPC29",2.84913893134331,12.8
"PC23vsPC37",2.85071707677683,0.9
"PC33vsPC34",2.85608553665033,0.7
"PC21vsPC24",2.85785077925535,1.3
"PC37vsPC39",2.8631829306835,0.5
"PC16vsPC24",2.86721517967823,1.6
"PC27vsPC30",2.87787773667072,0.9
"PC9vsPC37",2.88767381211596,2.7
"PC1vsPC39",2.89512233301343,34.6
"PC1vsPC12",2.89901112366839,35.9
"PC14vsPC31",2.90275166913859,1.6
"PC10vsPC30",2.9046917551484,2.4
"PC4vsPC5",2.90795737071791,11.9
"PC30vsPC33",2.90925305496676,0.8
"PC14vsPC26",2.91799474323165,1.7
"PC7vsPC37",2.91927545951594,3.1
"PC10vsPC23",2.9202338456036,2.6
"PC1vsPC3",2.92063594104826,42.6
"PC3vsPC17",2.92387549975429,9.2
"PC19vsPC32",2.93523535517423,1.2
"PC17vsPC37",2.93532330071005,1.3
"PC13vsPC15",2.93768705577121,2.2
"PC3vsPC22",2.94154333083253,8.9
"PC22vsPC33",2.94173575782361,1.1
"PC9vsPC22",2.94491711423299,3.1
"PC10vsPC12",2.95054139992798,3.5
"PC21vsPC31",2.95091490349965,1.1
"PC1vsPC23",2.95158938449005,35
"PC1vsPC15",2.95364971001649,35.4
"PC14vsPC29",2.95482055423514,1.6
"PC22vsPC23",2.95617302268387,1.3
"PC14vsPC24",2.95785479889765,1.8
"PC20vsPC39",2.96054272616343,1
"PC21vsPC29",2.96076274961162,1.1
"PC6vsPC19",2.96374210325791,4.2
"PC17vsPC33",2.96527883203506,1.4
"PC3vsPC13",2.97198447521738,9.4
"PC13vsPC39",2.98210960612928,1.4
"PC3vsPC37",2.99055661894711,8.5
"PC32vsPC33",2.99676868790606,0.8
"PC3vsPC20",2.99908385201041,9
"PC22vsPC30",3.00506318026664,1.1
"PC27vsPC39",3.0055242139707,0.7
"PC18vsPC21",3.01358383915416,1.6
"PC4vsPC32",3.01683825035417,7.8
"PC7vsPC33",3.01760817957634,3.2
"PC36vsPC39",3.01868227301671,0.5
"PC3vsPC27",3.02261815986228,8.7
"PC10vsPC34",3.02431393211552,2.3
"PC15vsPC33",3.02676487637535,1.4
"PC4vsPC8",3.0303943525547,10.1
"PC6vsPC33",3.03044584361969,3.8
"PC14vsPC18",3.03503090807663,2.1
"PC15vsPC38",3.03774343823299,1.2
"PC4vsPC26",3.04087507913753,7.9
"PC13vsPC23",3.04132132240982,1.8
"PC1vsPC25",3.04300587208593,35
"PC25vsPC38",3.05607113643894,0.8
"PC31vsPC33",3.05642838410191,0.8
"PC25vsPC36",3.07015032414108,0.9
"PC4vsPC31",3.07780688142277,7.8
"PC12vsPC22",3.08362885415962,2.2
"PC15vsPC36",3.09497342701663,1.3
"PC20vsPC38",3.09983331911586,1
"PC19vsPC31",3.10370860131914,1.2
"PC8vsPC10",3.10388394454707,4.7
"PC4vsPC24",3.11067861000012,8
"PC4vsPC29",3.11099038421974,7.8
"PC30vsPC38",3.11408864665615,0.6
"PC6vsPC10",3.11463441688278,5.4
"PC18vsPC19",3.12315368790354,1.7
"PC10vsPC22",3.12330984021668,2.7
"PC8vsPC33",3.1248759352296,3.1
"PC19vsPC26",3.12805445102194,1.3
"PC5vsPC19",3.13216368459636,5.3
"PC32vsPC37",3.13323717432132,0.7
"PC13vsPC38",3.14429047036276,1.4
"PC19vsPC24",3.16268604154478,1.4
"PC5vsPC33",3.1658391586832,4.9
"PC5vsPC10",3.16635254559156,6.5
"PC19vsPC29",3.16880159639322,1.2
"PC9vsPC39",3.16898534287991,2.6
"PC3vsPC38",3.17011629597428,8.4
"PC17vsPC27",3.17017689148717,1.5
"PC3vsPC15",3.17172174583599,9.2
"PC10vsPC32",3.1762957116772,2.4
"PC13vsPC20",3.17772937723902,2
"PC13vsPC30",3.187626777902,1.6
"PC1vsPC17",3.19094423052774,35.4
"PC23vsPC25",3.1980176178174,1.2
"PC22vsPC34",3.20602032284448,1
"PC4vsPC18",3.20854248764831,8.3
"PC8vsPC37",3.2109417400952,3
"PC10vsPC17",3.21353762527541,3
"PC29vsPC33",3.22409792260256,0.8
"PC17vsPC38",3.22888335911807,1.2
"PC9vsPC20",3.23365731168419,3.2
"PC7vsPC10",3.23604034604421,4.8
"PC34vsPC37",3.24119004698549,0.6
"PC10vsPC15",3.24495677585001,3
"PC15vsPC39",3.24498580065839,1.2
"PC3vsPC39",3.24871516151529,8.4
"PC20vsPC36",3.25999939166809,1.1
"PC13vsPC25",3.26933106079775,1.8
"PC3vsPC36",3.26952035399401,8.5
"PC20vsPC23",3.271584557884,1.4
"PC34vsPC38",3.29404576814258,0.5
"PC9vsPC25",3.30081603295647,3
"PC24vsPC33",3.30974377530058,1
"PC36vsPC38",3.31005123710534,0.5
"PC23vsPC39",3.31249343590843,0.8
"PC30vsPC39",3.32082291550382,0.6
"PC9vsPC13",3.32282275032524,3.6
"PC1vsPC32",3.32286294050418,34.8
"PC7vsPC22",3.32705761103153,3.5
"PC5vsPC37",3.3285224194815,4.8
"PC9vsPC38",3.33538464080399,2.6
"PC12vsPC39",3.33842548660332,1.7
"PC22vsPC32",3.33975585755637,1.1
"PC8vsPC27",3.34084016176819,3.2
"PC15vsPC25",3.34227058490561,1.6
"PC3vsPC25",3.34633075997693,8.8
"PC6vsPC13",3.34703950772231,4.6
"PC13vsPC17",3.34857372776822,2.2
"PC5vsPC27",3.35534844534868,5
"PC6vsPC37",3.35656670296659,3.7
"PC3vsPC30",3.35799552643996,8.6
"PC15vsPC22",3.35857788972104,1.7
"PC15vsPC20",3.35958318157631,1.8
"PC17vsPC22",3.36322354039469,1.7
"PC26vsPC37",3.36537170725447,0.8
"PC27vsPC34",3.36718762978585,0.8
"PC7vsPC13",3.36783998941669,4
"PC30vsPC36",3.36789964385344,0.7
"PC5vsPC22",3.37004792658388,5.2
"PC6vsPC27",3.37110241143417,3.9
"PC9vsPC30",3.37130220939822,2.8
"PC1vsPC34",3.37346270030756,34.7
"PC20vsPC30",3.37645565575587,1.2
"PC18vsPC33",3.38229551916596,1.3
"PC9vsPC36",3.38337380659337,2.7
"PC13vsPC36",3.38476164629497,1.5
"PC25vsPC30",3.38631672616218,1
"PC6vsPC22",3.38673515694119,4.1
"PC9vsPC17",3.38809944915872,3.4
"PC10vsPC29",3.39674091521531,2.4
"PC17vsPC23",3.41900253584501,1.6
"PC20vsPC25",3.42088278792793,1.4
"PC1vsPC6",3.42274604715112,37.8
"PC17vsPC20",3.42653023854178,1.8
"PC17vsPC39",3.42656326653568,1.2
"PC1vsPC5",3.43014153991202,38.9
"PC3vsPC23",3.43436562949618,8.8
"PC27vsPC29",3.43452564098672,0.9
"PC7vsPC39",3.44898047091303,3
"PC27vsPC32",3.45172398720114,0.9
"PC29vsPC37",3.4538767745619,0.7
"PC26vsPC33",3.45519612541078,0.9
"PC23vsPC38",3.46637181392532,0.8
"PC10vsPC31",3.47053132805441,2.4
"PC13vsPC34",3.47492819660153,1.5
"PC3vsPC9",3.47660659592281,10.6
"PC8vsPC22",3.48029233199094,3.4
"PC24vsPC27",3.48168595513795,1.1
"PC31vsPC37",3.48569071344277,0.7
"PC18vsPC27",3.4867784936394,1.4
"PC12vsPC15",3.48685329066704,2.5
"PC15vsPC30",3.48767853350722,1.4
"PC12vsPC25",3.49516268444977,2.1
"PC12vsPC30",3.49617715026571,1.9
"PC7vsPC20",3.50655338082285,3.6
"PC32vsPC38",3.50838634275575,0.6
"PC12vsPC38",3.50899051047779,1.7
"PC17vsPC36",3.51341499960604,1.3
"PC12vsPC20",3.51888400297639,2.3
"PC24vsPC37",3.52986826892448,0.9
"PC3vsPC12",3.53309194977565,9.7
"PC10vsPC24",3.535907677388,2.6
"PC9vsPC15",3.53797568366167,3.4
"PC1vsPC26",3.5392042668681,34.9
"PC7vsPC36",3.53997257804315,3.1
"PC12vsPC36",3.54309308117295,1.8
"PC23vsPC30",3.54560543054431,1
"PC3vsPC7",3.54574575047369,11
"PC6vsPC38",3.55441020263039,3.6
"PC7vsPC30",3.55577023482035,3.2
"PC9vsPC23",3.56849418130362,3
"PC18vsPC37",3.58097354873131,1.2
"PC34vsPC39",3.58211574302134,0.5
"PC22vsPC31",3.58613598517917,1.1
"PC12vsPC13",3.58936953128799,2.7
"PC10vsPC26",3.60226577459941,2.5
"PC20vsPC34",3.60309227832626,1.1
"PC7vsPC38",3.60362204339068,3
"PC1vsPC8",3.60533568443097,37.1
"PC7vsPC25",3.60923491671326,3.4
"PC22vsPC29",3.60981535312669,1.1
"PC8vsPC38",3.6187781788702,2.9
"PC23vsPC36",3.62356971936587,0.9
"PC13vsPC32",3.63019287837351,1.6
"PC7vsPC15",3.63471267132581,3.8
"PC34vsPC36",3.63981441097277,0.6
"PC15vsPC23",3.64136667389285,1.6
"PC17vsPC25",3.64255631836392,1.6
"PC9vsPC12",3.6449461098864,3.9
"PC1vsPC29",3.65100393574185,34.8
"PC26vsPC27",3.6543215055337,1
"PC1vsPC31",3.65700868096428,34.8
"PC22vsPC24",3.65876241903583,1.3
"PC32vsPC36",3.65991236254587,0.7
"PC25vsPC39",3.66600625941,0.8
"PC17vsPC30",3.67589485161879,1.4
"PC1vsPC24",3.67920813655137,35
"PC20vsPC32",3.68429743301589,1.2
"PC10vsPC18",3.68535607838756,2.9
"PC6vsPC9",3.69368552454403,5.8
"PC1vsPC18",3.70723404427143,35.3
"PC3vsPC6",3.70765382379356,11.6
"PC27vsPC31",3.70848376138866,0.9
"PC25vsPC34",3.71478539098995,0.9
"PC8vsPC13",3.72065768002966,3.9
"PC18vsPC22",3.72196136350202,1.6
"PC6vsPC15",3.72216048412614,4.4
"PC12vsPC17",3.7530196471497,2.5
"PC6vsPC36",3.76437291385005,3.7
"PC3vsPC32",3.76653646148481,8.6
"PC32vsPC39",3.77241008571256,0.6
"PC7vsPC17",3.77485430168152,3.8
"PC9vsPC34",3.78185674698946,2.7
"PC3vsPC34",3.78536454860468,8.5
"PC9vsPC32",3.78860029892948,2.8
"PC15vsPC17",3.78978968318693,2
"PC23vsPC34",3.79211333207151,0.9
"PC30vsPC32",3.79463958369565,0.8
"PC22vsPC26",3.79559431548688,1.2
"PC5vsPC38",3.79758770166454,4.7
"PC30vsPC34",3.80523980054112,0.7
"PC15vsPC34",3.81425253104621,1.3
"PC31vsPC38",3.81952559734999,0.6
"PC26vsPC38",3.82085561271279,0.7
"PC8vsPC9",3.82264931702009,5.1
"PC8vsPC36",3.83239897453852,3
"PC7vsPC9",3.83703654410123,5.2
"PC12vsPC34",3.84599485292853,1.8
"PC8vsPC39",3.85350559853093,2.9
"PC13vsPC31",3.85562758946258,1.6
"PC25vsPC32",3.86270767389587,1
"PC7vsPC34",3.87339452974317,3.1
"PC5vsPC13",3.88058162905859,5.7
"PC8vsPC20",3.88119174072651,3.5
"PC6vsPC20",3.88564501094975,4.2
"PC13vsPC26",3.90297296076371,1.7
"PC20vsPC31",3.90332321544622,1.2
"PC7vsPC23",3.91473538171531,3.4
"PC23vsPC32",3.91725823903338,1
"PC6vsPC39",3.92959307710102,3.6
"PC29vsPC39",3.94099510740771,0.6
"PC12vsPC23",3.94323044298662,2.1
"PC15vsPC32",3.94671223693921,1.4
"PC6vsPC30",3.9519353724369,3.8
"PC29vsPC38",3.95558836585226,0.6
"PC13vsPC24",3.95598561361429,1.8
"PC8vsPC15",3.96398076297579,3.7
"PC3vsPC5",3.96771262839947,12.7
"PC13vsPC18",3.96851720829902,2.1
"PC20vsPC26",3.97106103101698,1.3
"PC6vsPC23",3.97327864424845,4
"PC8vsPC17",3.98821046951884,3.7
"PC5vsPC9",3.99061121802612,6.9
"PC12vsPC32",3.99495748717607,1.9
"PC13vsPC29",4.00511901815428,1.6
"PC18vsPC38",4.00691663430905,1.1
"PC5vsPC20",4.01068282792036,5.3
"PC8vsPC30",4.02482687397316,3.1
"PC8vsPC23",4.02768235943657,3.3
"PC31vsPC36",4.02923788379274,0.7
"PC26vsPC36",4.04210551704408,0.8
"PC6vsPC25",4.04796414552776,4
"PC8vsPC25",4.05349607292536,3.3
"PC5vsPC39",4.054770991087,4.7
"PC24vsPC38",4.05955811880007,0.8
"PC25vsPC26",4.07786371680506,1.1
"PC5vsPC36",4.08060450515953,4.8
"PC7vsPC12",4.08064098113609,4.3
"PC5vsPC15",4.08102566504577,5.5
"PC18vsPC39",4.08608190770246,1.1
"PC20vsPC29",4.0875350362655,1.2
"PC24vsPC39",4.09710512859607,0.8
"PC7vsPC32",4.11083603993267,3.2
"PC9vsPC26",4.11187995517567,2.9
"PC25vsPC29",4.11216062733185,1
"PC5vsPC25",4.12042446895531,5.1
"PC5vsPC30",4.12267544968861,4.9
"PC18vsPC36",4.12703229825166,1.2
"PC26vsPC39",4.12745064927115,0.7
"PC3vsPC8",4.12767111402165,10.9
"PC30vsPC31",4.12839495815171,0.8
