	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	pip031116_control	pip031116_pest	maxint	mean1	sd1	mean2	sd2	mns13pip3p_again	mns1pip3p	mns20pip2p2	mns20pip4p	mns22pip2p	mns24pip4p	mns26pip1p	mns27pip1p	mns28pip1p2	mns2pip1p2	mns31pip3p2	mns32pip3p	mns34pip3p	mns4pip1p	mns9pip4p	mnsC50pip2p	mnsC51pip4p2	mnsC52pip2p2	mnsC53pip2p2	mnsJ1pip4p	mns12pip4p	mns15pip2p	mns15pip4p2	mns18pip2p	mns23pip2p	mns23pip4p	mns24pip2p	mns25pip3p	mns26pip3p2	mns30pip1p	mns30pip3p2	mns32pip1p	mns34pip1p	mns35pip1p2	mns3pip3p	mns41pip4p	mns4pip3p2	mns6pip1p	mns9pip2p	mnsC52pip4p
1662	M104T9	1.0828765	0.114868715	0.34089105	0.735101306	0.999774321	UP	104.4202236	104.3614693	104.451945	9.192833087	9.158500336	9.246500422	35	18	17	2324.777344	3534.599531	2516.118617	3827.534768	2904.795859	8543.287215	1371.251452	3356.895059	1640.396116	2654.279792	7696.239059	4066.332359	1293.871536	4702.012958	1484.199422	2643.928977	1313.396139	3973.172912	4485.077139	7939.098479	7256.437771	1930.243286	594.2470336	1124.064253	2623.559665	4318.164936	8164.407371	2969.253815	7576.77237	2315.806966	1434.588785	6764.58869	2539.186007	2271.894915	2279.488879	2818.765829	2033.885249	3086.179174	317.6887555	1674.477261	2495.622136	1300.943054	2956.809616	7928.974793	11303.19676
1663	M218T32	1.119352205	0.162664053	0.340895908	0.735151794	0.999774321	UP	218.0569475	217.9455654	218.1262407	32.33583186	32.01399919	32.36683187	34	18	14	3981.660156	4463.974585	4359.278416	4996.759796	5463.482007	8950.631526	737.6325892	1392.179445	2421.073097	6571.264219	6435.631248	3756.887498	1135.00708	5827.483923	1891.393753	1566.899967	1843.334655	8545.0482	6723.705566	19155.69283	3161.907189	1582.113137	465.9899585	2048.709439	5066.906387	6797.401826	6606.738344	1486.922552	15611.18735	996.7186372	1251.344158	2319.343981	6274.039735	1961.946025	1739.598738	3447.86174	1844.223513	1689.592242	1223.7377	1754.944811	6665.595962	1647.430391	2265.255043	14773.48428	19577.82889
1664	M217T33	1.106521976	-0.146032104	-0.340511906	0.735365269	0.999774321	DOWN	217.0355519	216.9658834	217.1157536	33.02800048	32.78566685	33.189167	34	13	11	5079.445313	7609.024344	7136.138962	6876.523477	6451.871078	15074.41958	887.3851758	3376.523181	2998.013617	9622.612824	20712.54818	9244.08125	1194.895013	14952.52032	3012.09937	2075.359703	1606.744649	11461.43472	14286.08176	24592.98411	2211.890837	4959.34057	346.7468555	2189.230687	7375.574465	17912.12512	201.9747775	1751.436481	12917.67236	1559.996241	1745.589434	4742.674928	6617.509003	7907.979234	2741.555286	11132.63261	4197.886424	3218.863838	615.7476412	4103.334887	10315.90564	3587.259532	4434.400185	12568.05904	25257.86688
1665	M334T26	1.116490633	-0.158971148	-0.340581627	0.735373011	0.999774321	DOWN	333.5568548	333.4076765	333.6486887	25.76949947	25.23800087	25.80166658	27	14	11	2431.0625	2415.902276	2569.357207	2163.835686	2086.515914	5243.078247	475.9437901	130.114493	1368.096281	4996.92319	2663.501086	7156.744017	867.7318761	2014.094291	189.5202528	72.65092959	1715.390861	4197.473219	2996.820864	9323.048615	1838.667955	369.8877531	176.7461297	475.2270568	2046.384605	4056.466022	3816.944067	117.8735933	5751.337167	868.9343885	1377.960407	1365.771493	4019.405561	184.8578139	1497.188638	143.2601668	1708.514187	863.5587645	1001.124774	2065.908087	3917.664045	360.7941383	1855.853702	481.1906781	7822.106029
1666	M59T9	1.077851638	0.10815861	0.339985469	0.735760294	0.999774321	UP	59.22857891	59.19396632	59.24488059	9.191833504	9.158500336	9.246500422	39	20	19	4158.902344	6731.673478	4611.044867	7255.745284	5124.436128	15105.62825	2294.725814	6831.946339	2922.279811	4593.314378	14107.31054	7581.110109	2398.57586	9572.540792	2989.699998	5678.890578	2687.486648	8483.166841	8714.79108	14521.31244	13901.38197	4021.041707	1134.652661	2206.912242	4886.701504	8616.020801	14642.14699	6172.928688	14035.41169	4531.515135	2955.596105	13264.14961	4740.960988	4402.471858	4624.775096	5939.426091	4186.098169	6100.668522	548.3791819	3237.845333	4597.445718	2266.475025	6376.641706	13925.89579	19950.05318
1667	M266T28	1.079923606	-0.11092926	-0.339528377	0.736137399	0.999774321	DOWN	266.2833843	266.1556037	266.4028537	27.60499932	27.16883366	27.99016573	71	19	19	1549.883789	2758.106782	1728.09527	2553.983232	2059.721119	2147.311353	1053.920275	1114.82955	1477.418575	3628.405239	3417.891559	5848.111222	1997.16701	3332.209508	2023.41308	1293.682615	2559.166347	5601.593777	2841.303318	6670.872598	3729.493539	1606.732357	493.6251392	889.6994554	3435.289131	1967.533361	1479.6521	1384.859217	8169.981573	1951.885265	1829.496139	4146.600099	4217.864869	2064.680534	2127.569644	193.3537368	2452.870462	1341.236526	1265.297257	2506.785932	2666.59358	1074.619805	1053.915901	7601.598464	1583.270178
1668	M205T27_2	1.037830484	0.053570817	0.339541425	0.736193063	0.999774321	UP	204.9945438	204.9154801	205.1530122	27.25216739	26.70316647	27.98199981	109	20	17	121135.3125	393419.0043	119593.6578	408302.2355	155320.8701	447983.2882	483476.3851	370900.4344	152447.0565	228568.3086	496646.7419	377104.1119	393375.6005	562572.323	449884.5632	409121.3192	98360.45813	519891.9909	509272.3022	449976.1547	416065.6838	379076.2903	291768.4981	425957.9763	405930.6	518836.8106	220906.6942	378950.9239	117457.452	352787.8867	530065.8675	671977.7342	407799.046	459330.565	637830.7105	393557.9353	330758.4619	514003.6419	227261.2007	503316.2625	533231.6903	397296.7786	541102.2099	127061.1384	302511.7005
1669	M188T14	1.115928672	0.158244815	0.339203601	0.736404391	0.999774321	UP	187.8630903	187.7930042	187.9642395	14.29333301	14.05133311	14.37399991	23	12	10	1548.286133	1733.193714	1670.41967	1934.540973	2063.161996	0	41.37939234	765.6080036	971.3312136	2504.545695	3192.844075	6492.130834	113.6173884	1944.414993	1010.822778	1184.287676	543.5450292	3910.546054	3740.361738	3026.956578	1707.358401	950.0069264	137.8470077	435.2204032	1991.050099	1880.177836	1523.48777	593.0951097	7196.012173	17.68839788	493.211627	1288.284719	1617.211051	500.1282093	628.7501941	1626.452339	801.760298	1918.888603	385.804697	463.0716789	3723.004577	283.1990328	2544.904887	6611.750023	4593.936241
1670	M132T16	1.071144221	-0.09915274	-0.338885725	0.736561661	0.999774321	DOWN	131.5757644	131.5050816	131.6140726	16.30499957	15.72300031	16.32483368	40	19	20	7437.007813	10022.45289	6175.354637	9356.772592	6247.88948	13102.34283	3241.457757	5329.394894	6906.060388	16088.54466	12123.73784	23066.80778	4018.265667	11088.32981	7174.938459	6179.225867	7688.920501	13706.76817	12265.38929	25633.88812	7928.840849	4735.357479	2957.053289	6167.996948	11045.73714	10863.32503	13326.85225	4369.225274	25743.40081	3648.109878	6239.803261	5590.903499	14311.43749	6755.073778	5410.505385	7689.809028	7663.932138	3578.264547	4882.608138	6916.619465	11633.08168	4464.14233	6338.31433	14206.95111	23503.09242
1671	M310T23_2	1.114081694	0.155855027	0.338767864	0.736675796	0.999774321	UP	310.4721318	310.3469051	310.5275912	23.06516724	23.04899979	23.11249981	19	8	11	915.1518555	905.6693225	1024.794625	1009.45231	909.31566	3226.559069	267.9352485	132.5162158	596.4687713	1787.800981	1572.525794	1167.860815	843.4788485	218.7518424	118.8606463	0	198.7499523	1711.296326	1517.056925	3427.611417	663.4770071	0	26.62631826	450.8426474	184.9676278	1761.160505	1509.533254	62.59793934	1985.984777	267.4751447	454.9315821	1238.468854	1555.71459	31.74785104	844.4525995	0	10.73845996	1172.786889	194.9631231	587.6057201	1607.188427	71.98734821	1191.028927	2555.041128	3085.639082
1672	M57T40	1.054728993	0.076872354	0.338580017	0.736790784	0.999774321	UP	57.23346496	57.2032319	57.25093773	39.69166563	39.59483339	40.07283508	53	19	18	1623.651367	5460.061777	2821.381829	5758.88546	2760.203916	7013.905083	5901.025544	3381.589928	4953.11318	7921.29676	8802.076748	1649.626173	6676.092358	7795.923971	2700.196123	4390.598991	1423.049458	7070.38362	9548.849673	7692.979995	9822.754195	5416.829801	1178.644412	4643.610607	1218.688926	3437.287306	8836.272691	8574.777417	4425.793465	4428.210451	7866.646969	4807.010905	4031.970327	7676.12048	9279.034302	2635.870071	2876.658145	9944.073455	127.7857961	7238.36856	4611.644863	3697.363351	8769.210346	3738.750193	8174.86011
1673	M212T14	1.04104321	-0.058029951	-0.338457002	0.736884695	0.999774321	DOWN	211.9237171	211.8370274	211.9971321	14.35016695	14.18183336	14.50266702	59	20	19	7529.707031	32570.43992	11759.94618	31286.34778	12230.54493	38681.62187	17180.558	21577.1141	29005.21715	48752.17053	44463.86906	53671.56965	22408.68151	37597.72247	26384.82924	29775.20195	25136.7806	37005.52541	45465.50796	30784.84534	52776.17277	25266.84107	12719.99704	23220.02872	29534.54391	39128.63926	38822.20344	36799.5908	16260.85416	19055.3522	27638.89073	67518.20018	47383.82959	28946.50179	40939.32734	35436.37538	29304.35122	21516.04603	16661.20286	26524.89116	21621.97107	26723.11471	33340.08297	33396.34129	18709.1895
1674	M73T36_1	1.112174849	0.153383617	0.337978324	0.737243211	0.999774321	UP	73.32235956	73.2854065	73.34880343	36.45633374	36.43966651	36.7053329	22	6	13	2285.330078	2117.629072	2173.428891	2355.173793	2270.658732	5118.641553	441.5058754	1029.678111	1125.965301	3882.833736	1728.635029	3748.5044	695.1782469	2224.310363	1089.19958	874.5862575	778.0254629	2588.008185	2196.930505	9621.260885	1382.313137	864.903184	275.4388261	1046.97126	1639.691548	3363.760164	4642.689555	473.7262753	6454.703857	874.246694	1143.194721	1690.380847	3691.741087	1079.983346	934.4766199	1101.373253	1336.380777	818.6835719	316.8950331	1022.207857	2769.309526	942.3021102	1102.690455	4445.682858	8899.047245
1675	M174T36	1.136124712	0.184121208	0.337876319	0.737320932	0.999774321	UP	173.8347755	173.733322	173.8814076	36.32766724	35.73216627	36.45733434	27	10	12	3391.1875	2034.447767	2523.671382	2311.386384	2658.465629	5376.818935	701.4293607	560.6774512	950.4137442	3645.561421	1406.482485	4589.67752	892.6529551	511.0653095	573.8001183	1214.266592	704.3744291	2389.768366	1527.323299	10950.40894	1403.463569	515.7195858	451.2466272	724.0947441	1599.709894	2846.751746	5360.785665	568.2195916	4655.37485	685.714741	954.9814988	1100.674691	2979.20933	520.3525841	798.4050674	755.4829927	693.9836801	795.6571405	463.4568585	1001.376936	4728.399584	325.9132103	1193.890828	4873.129057	10925.96763
1676	M101T26	1.09260764	-0.127775416	-0.33654045	0.738316726	0.999774321	DOWN	101.4650358	101.4089741	101.4981694	25.75299989	25.54383276	25.77116732	32	17	14	6133.242188	6287.660958	5086.351172	5754.729081	4927.702829	9870.224652	888.0356301	1853.970699	3324.601829	9616.902286	7836.915395	18657.1203	1541.958124	6674.927189	3606.264579	3138.348572	4489.685915	9986.19555	9017.701671	17122.87477	4850.979228	1600.561137	548.2199442	2819.388616	8308.343078	7431.192622	7757.394901	1018.587224	19997.17201	1668.61121	2717.665199	2995.382588	9313.439319	3322.609496	3231.850926	3516.598556	4295.346218	2077.982401	3700.932982	3893.179496	6568.251704	1303.413393	3750.86463	11672.95389	14861.15285
1677	M133T10	1.072033671	-0.100350219	-0.336323819	0.738484986	0.999774321	DOWN	132.5868551	132.5108871	132.6351437	10.18841677	10.12450027	10.52666631	66	20	19	8415.359375	11914.26883	7772.361111	11113.70767	7273.903692	13518.65037	4285.33271	5362.311217	9189.464442	18101.08566	13683.02315	31650.20358	3647.836631	13475.54449	7965.123611	8174.416222	8603.777567	15531.69344	12726.3445	29467.72539	11288.72411	5962.513642	2351.002372	6898.967446	16401.63597	12815.79691	15543.8592	4717.241427	24860.36013	4455.572664	7217.618208	6633.890233	15503.34772	7142.207759	7329.812498	8592.426313	8233.374646	4887.838926	4628.104132	7606.759831	13590.78019	4998.211876	10768.03861	24540.7869	28208.12515
1678	M148T33	1.079721535	-0.110659283	-0.336053397	0.73867973	0.999774321	DOWN	147.6811513	147.6095098	147.7294241	32.85150176	32.78650018	33.15683365	39	16	18	3348.964844	6431.910533	4430.890711	5957.008658	4506.485841	12764.79118	2461.487756	5395.078429	4154.799506	10946.54916	5857.212205	8257.300185	2349.324336	9039.885374	4257.487983	3998.497969	3919.926414	10800.95286	3794.622719	19932.32035	2897.968574	5079.144524	1740.693697	5365.172463	5624.994983	10051.80514	2928.979753	5454.224276	36.22993235	727.2748125	2463.533163	5836.751402	3325.72765	4042.352599	3051.497821	8718.933097	4393.203508	7502.650948	2241.22419	3398.300956	12833.21621	3935.156369	7551.635019	16704.626	13942.85031
1679	M144T22	1.117374794	-0.160113181	-0.335574196	0.739046166	0.999774321	DOWN	143.6362816	143.5736402	143.6938522	21.89816723	21.40416671	21.9716661	34	12	8	681.7944336	751.9290623	769.143295	672.9425673	718.6560834	1220.33473	17.37055355	19.32904053	721.7325325	1479.138268	1107.140362	2237.731908	107.8158929	1221.552429	117.7444223	36.57960454	66.6795482	582.8699186	1537.865954	2545.097106	531.1361293	485.6558356	14.36375209	44.93626388	943.5069944	954.7070915	764.7967644	33.53213378	2719.243853	261.3829044	79.44038194	469.6002744	1193.687751	37.36185759	381.1532044	64.02652631	711.5024266	251.9670812	61.92166105	346.7749138	1108.281768	70.64699274	546.7969978	1483.852124	1918.174638
1680	M102T9	1.078400129	0.108892574	0.335509477	0.739116131	0.999774321	UP	102.4109374	102.3564706	102.4412378	9.196333318	9.1426664	9.512833595	40	18	20	5721.257813	8587.840497	5926.81087	9261.128299	6739.051806	19811.33883	3259.427572	8048.732461	3468.981702	6116.778983	18551.69705	9828.752974	3078.033536	11756.13951	3647.38132	6701.681944	4028.485522	10651.54683	11467.95626	18646.76378	17226.96822	5259.740554	1457.824586	2841.873731	5906.704559	10886.41089	18839.85801	7341.939232	17828.21292	5478.548556	3664.72677	16493.09864	6035.969335	5275.485551	5916.052926	7211.815404	5024.889028	7701.234613	850.5088355	4155.558155	5964.767572	2963.160048	8419.859935	18822.36404	26348.10553
1681	M173T33	1.071166233	-0.099182388	-0.335272816	0.739271306	0.999774321	DOWN	172.8184986	172.7277987	172.8829996	32.84816708	32.31983185	33.04433323	48	19	20	7147.839844	13704.38878	8867.983786	12793.89544	8298.018567	23740.7429	5523.178488	12560.13988	9763.107129	22759.80531	15538.33985	17338.96378	5209.995812	19380.68862	10143.09334	9369.814769	9394.794537	23180.7786	7328.745873	39544.00614	5568.701976	11971.30644	7.297419685	13325.28256	12438.99219	22021.86493	3947.30078	12765.83168	2910.889938	1114.343628	5206.8142	13957.5563	11668.81443	9571.967349	7560.049725	19712.11049	8998.23344	17312.04657	5042.695015	7503.740177	25737.86375	8876.965906	17419.25821	30307.87006	24241.69213
1682	M134T18	1.063590833	0.088943248	0.335214273	0.739326397	0.999774321	UP	133.6002362	133.5328198	133.6401973	17.80200005	17.79450005	17.82966746	34	16	18	2166.722656	2731.343933	1552.100436	2905.032369	1720.580449	5326.780274	1303.556767	1461.23242	1776.851517	2603.208643	3892.79984	3656.527025	1055.39268	4878.498825	2275.561895	1505.36281	2743.952284	2045.798806	3795.707103	5531.648566	4035.792546	1082.728764	433.2724067	1206.341972	4015.863521	3358.758173	4635.336951	2204.191219	7135.733179	2259.22453	2333.622964	1930.033909	3684.729628	2117.675644	2598.971137	600.0672438	3192.154571	1206.169186	783.5090769	2436.580143	2754.985755	1541.27152	1916.265286	5490.132625	5921.23463
1683	M73T22	1.081430181	-0.112940525	-0.334841622	0.739591395	0.999774321	DOWN	73.32199399	73.28281498	73.3439646	21.95424927	21.92233353	21.97083241	40	20	20	10214.57031	24705.36503	18042.83632	22845.08559	17081.335	36129.87041	3895.438806	10772.45123	19891.86128	37190.6944	34426.51912	65674.58923	6010.951416	25598.07739	15979.1442	16702.36497	13628.50304	38116.15974	36908.51485	65317.10583	21164.77078	11660.89216	2389.936185	10702.77062	21946.68493	28441.3918	20882.85745	7629.768825	64536.49013	5728.38032	11138.09871	10877.9074	34071.57757	14551.06964	13003.25492	21573.77321	19431.61339	12142.4672	8660.466705	15776.81551	31954.23653	9834.312622	18312.37579	48761.07971	59593.77427
1684	M69T9	1.081450559	0.112967711	0.334347962	0.739990705	0.999774321	UP	69.27270244	69.23606731	69.29690888	9.191833504	9.158500336	9.246500422	35	17	18	1660.463867	2398.839774	1714.871578	2594.226615	1972.119582	5835.865093	825.4522768	2275.278592	1024.307593	1625.349641	5030.877639	2738.262338	743.0873783	3318.300684	1021.914616	1964.588385	1212.541717	2948.21366	2962.868452	5395.46257	4998.256485	1324.33418	346.6407762	787.0211953	1598.172216	3094.655638	5640.034177	2117.733785	5195.048847	1647.765868	1056.717372	4751.248452	1640.351604	1482.102045	1507.797893	1918.919071	1455.209041	2104.805969	242.6944321	822.1059866	1725.634608	771.0564065	2077.468696	5009.459786	7623.722629
1685	M313T33	1.090909339	-0.12553121	-0.333759575	0.740402586	0.999774321	DOWN	313.4484527	313.2939425	313.52812	32.85099908	32.8333324	32.88316729	29	14	15	1494.838867	2113.021083	1718.230649	1936.935552	1616.953282	4610.600666	876.4209884	905.0024859	1375.513292	3931.727903	2035.960282	2835.628086	928.2736363	2084.081515	1147.104255	1219.135665	1229.703858	3631.607935	1116.405082	7679.508973	1108.005345	1536.187961	473.82371	1862.753021	1672.976991	3621.82206	833.9413666	1480.669124	630.0171297	227.9271016	852.1338145	1965.741114	2196.673492	925.1568329	1142.686214	827.6383288	1288.432274	2614.425519	740.3115246	1168.613332	4914.719603	1354.055605	2612.572979	6808.669085	2532.504535
1686	M295T29	1.135464212	0.183282235	0.333176558	0.740877371	0.999774321	UP	295.3876367	295.2880772	295.5005336	29.20383317	28.90066602	29.24333356	24	9	13	1793.651367	1620.035921	1919.869964	1840.348358	2249.241188	4638.654353	248.1140579	33.70214081	929.1035103	2348.715463	3179.852061	3749.521502	716.1294611	68.05102015	237.1447173	42.6393147	152.224051	2158.957458	3345.639861	6636.880777	3089.645206	459.9779328	0	0	365.7655415	2847.576679	20.23789946	70.03158631	5700.532086	676.9739119	503.3441806	833.2377232	3163.96739	1077.329201	904.5673019	132.6304396	1078.666831	577.4475142	69.61174228	568.0315272	3291.658752	693.9990797	954.2081814	5655.074092	7987.841045
1687	M159T17	1.068576567	-0.095690285	-0.333042176	0.740936712	0.999774321	DOWN	158.7536625	158.6729124	158.8016167	16.86849974	16.85233307	16.88916642	35	17	18	2461.25	3234.916627	1926.366083	3027.313837	2015.065572	3927.206772	1052.264959	1759.497705	2518.980109	4545.87524	3996.986169	8157.56808	1267.438182	3664.768638	2457.668722	2115.159707	2603.807763	4314.943576	4234.482972	7218.459783	2312.804641	1578.026079	917.0663685	1878.275513	4177.051563	3584.979283	3804.811493	1295.046565	7915.504993	1101.632618	2120.153025	1667.240705	4406.822429	2204.152701	1664.445736	2199.265333	2504.883425	1314.669572	1687.052167	2142.992792	3665.011243	1667.718705	2191.325556	5690.559456	7718.008945
1688	M218T15	1.129691293	-0.175928586	-0.332236493	0.74154817	0.999774321	DOWN	218.0157333	217.9189727	218.1125654	14.82299995	14.70750037	15.24416684	30	12	10	57674.9375	43775.50029	45867.83229	38750.5907	49710.65974	60434.98488	7318.541824	0	14191.50096	70667.55821	62076.09529	162705.7236	17226.94585	50890.6962	0	97.07933466	5.932117997	78722.08395	71824.61703	134492.0606	45612.06525	11998.22128	0	24777.41501	62468.48442	55353.69213	832.7742785	8247.967217	181642.6045	19943.64059	22231.12579	20576.40073	71632.9705	2753.566779	20008.47035	35230.7966	0	9990.665497	5.30229066	23768.24262	48801.15985	155.9971001	19446.80316	86635.86606	147753.768
1689	M172T33	1.06783994	-0.094695416	-0.332160775	0.7415932	0.999774321	DOWN	171.8123888	171.7377155	171.8776969	32.84766575	32.14300154	33.15666584	49	20	20	38196.96875	72452.09683	43914.96258	67849.21047	43726.75963	124355.9386	29644.7254	66856.02145	53180.40827	93882.54061	84106.83022	92034.24993	26334.3813	101977.6217	54714.63381	49906.08056	50338.39942	122326.3636	38282.68751	207582.4306	29636.60094	64125.15626	21658.63225	70233.98015	67864.25409	115052.0095	17186.63949	67891.94076	12771.03724	6124.567738	28480.58405	73922.94438	64795.00526	52771.23891	40639.60268	104803.3065	48714.54544	93167.66539	27567.44415	40211.01293	137786.7814	47533.0776	93215.15018	155796.8032	128552.8526
1690	M74T20	1.06877227	-0.095954482	-0.332145192	0.741608058	0.999774321	DOWN	74.31163531	74.26957151	74.33202968	19.86208346	19.82883324	20.13916631	44	20	20	36927.71875	56066.91649	35063.63488	52459.17962	33618.01171	79028.43836	16535.5981	29407.91809	41507.25722	79191.90737	66715.67257	126943.7623	19972.24641	62335.04289	38140.59996	36978.60451	39277.47993	81957.58819	73620.8387	145384.52	41298.71754	28486.38894	12769.27095	35041.46402	66745.01374	59256.85017	63488.40447	22092.02866	137417.9063	18702.03055	33826.80877	39517.03415	75758.26628	37635.73573	32239.2368	50099.58584	41324.44334	25232.26918	31110.82588	37609.94202	56563.59872	27449.60652	36560.51232	90548.59287	132749.9139
1691	M233T18	1.105646081	-0.144889651	-0.331001232	0.742496774	0.999774321	DOWN	233.1239922	233.0288823	233.1871457	17.80216671	17.80050003	17.82966746	25	14	11	1537.375	1473.856939	1245.952027	1333.332521	1432.60148	3802.083756	721.1450958	105.943569	822.9013353	1661.970439	2266.182961	2054.042476	640.9555131	2481.360409	1131.898929	0	1368.572145	1191.386106	2265.018817	4222.201575	2654.032543	51.37948712	32.80260282	0	2003.261017	2009.943659	7.105158183	59.91339978	5427.226701	1492.350376	1164.052328	1048.998572	2440.073187	983.7632069	1314.225302	45.54275614	1702.103458	392.1889694	63.59266759	1187.884676	1746.881351	176.6520588	1033.701109	0	4370.451489
1692	M103T23	1.076146408	-0.105874368	-0.33098414	0.742535581	0.999774321	DOWN	103.4606068	103.4128777	103.4970354	23.06500017	22.74316597	23.11249981	30	14	15	4543.339844	6291.886699	4626.962373	5846.682803	3844.038609	16229.10201	1915.044452	2587.622988	3423.204418	10183.41419	11163.15372	5885.001939	4207.031988	6992.019337	4256.876836	3860.88549	3282.116145	9228.036725	8172.273061	17721.88583	6465.772577	3386.792948	529.2492422	3123.08662	3225.163462	579.851587	7973.932802	3971.36887	10287.19858	2314.475552	2627.887939	5732.40683	7775.581817	4529.584521	4924.317354	4491.027131	4775.811505	5745.708284	1489.386667	3775.220218	8773.079061	2290.858659	6106.441798	13210.95782	15558.55907
1693	M225T33	1.084699491	-0.117295409	-0.329884284	0.743310385	0.999774321	DOWN	225.0239849	224.9243883	225.1066614	32.86716786	32.8023347	33.54316711	48	19	18	2842.919922	4646.962725	3609.809754	4284.448829	3334.882052	9968.356352	1829.419473	3988.103613	3400.244359	8433.593669	4067.281252	4264.709982	1903.216401	6171.563568	3536.586948	2792.211728	3067.493068	7137.212936	2432.376045	16226.70089	1762.028141	3139.648653	0	4423.287292	4395.220125	6712.733749	1020.012305	4153.846708	526.3689158	479.9067992	1853.507936	4289.779094	1229.074993	3021.336231	2696.447468	6269.648086	3237.409108	5750.902334	1792.09224	2650.323718	10577.834	3055.123384	5490.14885	12923.54022	7958.940428
1694	M132T9	1.076601377	0.106484176	0.329783996	0.743395219	0.999774321	UP	131.5680974	131.4950851	131.6086735	9.19391692	9.158500336	9.246500422	38	19	19	3015.097656	4702.17178	3262.570314	5062.364615	3635.108879	10295.05512	1708.140964	4308.618519	1991.871851	3428.631505	10341.01406	5620.739247	1740.037176	6107.683287	1917.702227	3586.527189	2146.476436	5777.87019	6311.974385	10706.7191	9476.136985	2656.359779	746.093215	1450.758159	3725.026216	5914.462226	10761.11498	3919.184734	10173.90242	3223.234895	1660.728121	9012.344816	3328.056178	2893.156678	3334.266911	4063.93893	2651.493481	4193.97025	482.4790179	2049.589745	3364.269699	1645.801769	4639.854857	11114.47584	12820.96675
1695	M132T17	1.069095157	-0.096390269	-0.327961531	0.744741889	0.999774321	DOWN	131.5785069	131.5058454	131.6127789	16.86833327	16.8315009	16.88866603	40	20	20	7301.019531	9427.108795	5808.493365	8817.838837	5940.199967	11803.52032	2941.387574	4928.569753	6942.850919	13611.32523	10906.36976	23593.07818	3765.352503	9884.206061	7164.316905	5848.777255	7304.772273	13363.12405	11773.10009	22613.05405	6882.965789	4374.054776	2616.715837	6079.305806	12145.32877	10195.37495	11006.74333	3557.477643	22913.13069	3322.102962	5652.889303	4680.15957	13023.04023	6734.47479	5434.536302	6842.555984	7346.553036	3517.266193	4728.042654	6604.924804	10659.12186	4401.035153	6146.780772	16652.25997	22938.30654
1696	M140T20	1.061507341	-0.086114349	-0.327985892	0.744773952	0.999774321	DOWN	139.6366466	139.5620222	139.6800486	19.87833291	19.82916657	19.97699999	51	19	20	2365.884766	6338.805153	3828.8561	5971.51325	3228.113711	9575.398586	2124.294954	3794.717676	4830.039229	9245.234702	8987.264221	12332.57462	2663.741444	3053.475834	4420.593261	4853.686094	4268.370728	9483.734603	9228.917786	15681.96127	6710.429228	3446.03362	419.4696687	4082.562986	7573.602548	6934.775996	8612.738854	3250.992253	14736.00958	2473.151571	4111.096987	5965.993641	7787.401059	5010.659041	4097.295544	6460.056481	5603.485084	3208.611329	3195.590124	4344.59811	6979.916834	2968.61124	4780.94886	5687.925516	13220.40691
1697	M200T40	1.065604523	0.091672112	0.327088226	0.745439671	0.999774321	UP	199.9326056	199.849783	200.0185746	39.70566714	39.22366662	40.185665	45	17	16	1533.0625	3357.350915	1956.377318	3577.608322	2289.459693	1470.943842	4817.442331	2601.585736	2815.279136	5660.445649	6358.244992	1013.20216	4224.972432	5849.426007	2413.331722	1931.31198	1118.452704	4862.49465	7414.872927	2599.884074	3502.598861	3793.3253	722.3812992	2780.626821	1196.195671	8666.080517	2212.932679	5181.073981	2386.64395	2989.527521	5583.608638	4763.842222	2525.102541	4426.843528	6170.952287	1477.485497	2474.797653	6219.611588	72.34943813	5624.905564	789.3032696	2116.721026	5421.525213	1376.337026	1072.522295
1698	M85T11	1.07972559	0.110664701	0.326962508	0.745541325	0.999774321	UP	85.35666393	85.31087404	85.39400211	11.0345	10.99783315	11.61500018	29	10	11	1974.580078	1374.31844	966.2635002	1483.886789	1145.559567	2422.8646	947.8820133	288.3983411	966.1921627	2147.313831	866.6655347	2629.252199	1802.451583	851.5705255	632.6033032	665.0815317	1086.63123	985.3339531	1651.374216	2724.95453	3405.575466	279.4634845	198.3754887	391.8130708	2542.571744	1131.968041	4033.840726	823.1006165	721.3836681	943.0845783	839.6679911	2211.396441	3134.321912	530.7570892	1602.269164	426.0867579	1652.810422	742.5528091	810.1936351	622.4919135	1280.68843	372.0305879	1458.82503	4298.980732	2041.285231
1699	M130T15	1.073634124	-0.102502432	-0.32672539	0.745672206	0.999774321	DOWN	129.5821878	129.5089278	129.6252943	15.06541632	14.76000002	15.56466675	50	19	19	11456.47656	11805.86424	7655.410366	10996.17083	8014.04825	20048.18798	3782.356513	6236.869868	8714.264505	17804.03796	17339.61534	22401.42328	4009.606784	13519.0421	7547.160894	7670.865037	7809.802619	14936.71145	12100.29589	34244.93392	9237.802827	6527.351154	2925.848182	7322.598378	11938.51016	13210.99245	12585.51838	6657.765833	25286.33632	3911.45685	6654.411329	6697.834282	13287.40186	9041.383225	6240.606847	8707.187056	8955.340246	6081.263118	5086.902569	1323.491735	12912.30216	7065.817574	8312.253235	24629.51168	33275.63992
